26.11.2018                        Dynamic List Display                               1
--------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------
|BUKRS|LIFNR |GJAHR|BELNR     |BUZEI|BLDAT     |XBLNR           |BLART|         DMBTR|
|C04  |238662| 2018|203396153 |    1|19.10.2018|ECPA/SEP2018Z   |EJ   |     5,695.60 |
|C04  |238666| 2018|203396253 |    2|01.11.2018|0000000041398102|EJ   |       150.00 |
|C04  |238720| 2018|203399016 |    2|28.09.2018|0000000043637104|EJ   |    33,850.00 |
|C04  |238720| 2018|203399014 |    2|28.09.2018|0000000043643304|EJ   |    33,850.00 |
|C04  |238720| 2018|203366969 |    2|10.07.2018|KLGW-SD         |EJ   |    33,850.00 |
|C04  |238768| 2018|203392294 |    1|16.10.2018|INV08702        |EJ   |     1,125.47 |
|C04  |238768| 2018|203392298 |    1|20.09.2018|INV08701        |EJ   |     9,325.59 |
|C04  |239060| 2018|203398856 |    1|05.10.2018|3378            |EJ   |    22,050.00 |
|C04  |239060| 2018|203398857 |    1|05.10.2018|3380            |EJ   |     2,410.00 |
|C04  |239125| 2018|203398098 |    1|08.10.2018|KWI1810-00150   |EJ   |        60.00 |
|C04  |239304| 2018|203399442 |    2|01.10.2018|0000000043595108|EJ   |     2,000.00 |
|C04  |239306| 2018|5100485349|    1|04.10.2018|0192            |RE   |     3,216.00 |
|C04  |239306| 2018|5100485352|    1|04.10.2018|0193            |RE   |     4,861.00 |
|C04  |239306| 2018|5100485353|    1|04.10.2018|0194            |RE   |     3,864.00 |
|C04  |239306| 2018|5100485354|    1|04.10.2018|0195            |RE   |     2,500.00 |
|C04  |239306| 2018|5100485355|    1|04.10.2018|0196            |RE   |     2,700.00 |
|C04  |239306| 2018|5100486955|    1|09.10.2018|0199            |RE   |     3,000.00 |
|C04  |239306| 2018|5100486956|    1|09.10.2018|0300            |RE   |     3,400.00 |
|C04  |239306| 2018|5100486958|    1|09.10.2018|0201            |RE   |       750.00 |
|C04  |239306| 2018|5100486959|    1|09.10.2018|0202            |RE   |     2,750.00 |
|C04  |239310| 2018|203364041 |    2|01.09.2018|000008292018REPP|EJ   |     1,800.00 |
|C04  |239310| 2018|203376099 |    1|01.10.2018|0000000041672091|EJ   |     1,800.00 |
|C04  |239531| 2018|203399061 |    1|09.10.2018|MCPA-CONSO-0918 |EJ   |   212,919.00 |
|C04  |239615| 2018|203355665 |    2|23.08.2018|KELR-SD         |EJ   |     7,500.00 |
|C04  |239615| 2018|203355666 |    2|23.08.2018|KELR-UD         |EJ   |     1,250.00 |
|C04  |239654| 2018|203390565 |    1|30.09.2018|166358          |EJ   |    62,803.05 |
|C04  |239876| 2018|203396173 |    1|19.10.2018|EWIG2.2/SEP2018 |EJ   |    36,541.74 |
|C04  |240035| 2018|203398862 |    1|20.07.2018|INV00991        |EJ   |     1,578.00 |
|C04  |240333| 2018|203399067 |    1|09.10.2018|MCPA-CONSO-0918 |EJ   |     4,002.14 |
|C04  |240482| 2018|5100482071|    1|04.09.2018|INV1809002      |RE   |    10,695.00 |
|C04  |240482| 2018|5100482212|    1|06.09.2018|INV1809020      |RE   |    10,695.00 |
|C04  |240482| 2018|5100482213|    1|06.09.2018|INV1809058      |RE   |     8,770.00 |
|C04  |240482| 2018|5100482231|    1|06.09.2018|INV1809052      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482232|    1|06.09.2018|INV1809024      |RE   |    10,695.00 |
|C04  |240482| 2018|5100482233|    1|06.09.2018|INV1809046      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482234|    1|06.09.2018|INV1809050      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482235|    1|06.09.2018|INV1809049      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482236|    1|06.09.2018|INV1809051      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482237|    1|06.09.2018|INV1809047      |RE   |     9,970.00 |
|C04  |240482| 2018|5100482975|    1|11.07.2018|INV1807043      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487371|    1|11.07.2018|INV1807046      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487373|    1|11.07.2018|INV1807047      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487374|    1|11.07.2018|INV1807049      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487522|    1|04.09.2018|INV1809003      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487523|    1|04.09.2018|INV1809015      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487524|    1|04.09.2018|INV1809014      |RE   |    10,695.00 |
|C04  |240482| 2018|5100487525|    1|04.09.2018|INV1809006      |RE   |    10,695.00 |
|C04  |240482| 2018|5100489627|    1|04.09.2018|INV1809009      |RE   |    10,695.00 |
|C04  |240482| 2018|5100489628|    1|04.09.2018|INV1809013      |RE   |    10,695.00 |
|C04  |240482| 2018|5100489629|    1|04.09.2018|INV1809001      |RE   |    10,695.00 |
|C04  |240482| 2018|5100489630|    1|04.09.2018|INV1809007      |RE   |    10,695.00 |
|C04  |240482| 2018|5100489632|    1|04.09.2018|INV1809005      |RE   |    10,695.00 |
|C04  |240482| 2018|5100490390|    1|04.09.2018|INV1809004      |RE   |    10,695.00 |
|C04  |240482| 2018|5100490391|    1|04.09.2018|INV1809033      |RE   |    10,695.00 |
|C04  |240482| 2018|5100490392|    1|04.09.2018|INV1809008      |RE   |    10,695.00 |
|C04  |240482| 2018|5100490393|    1|04.09.2018|INV1809012      |RE   |    10,695.00 |
|C04  |240482| 2018|5100490394|    1|04.09.2018|INV1809010      |RE   |    10,695.00 |
|C04  |240483| 2018|203368950 |    2|12.08.2018|PRAR - JKRDKT   |EJ   |   175,000.00 |
|C04  |240524| 2018|203371545 |    1|21.09.2018|EWIG2.2/AUG2018 |EJ   |         4.06 |
|C04  |240524| 2018|203396167 |    1|19.10.2018|EWIG2.2/SEP2018 |EJ   |    10,626.18 |
|C04  |240588| 2018|203395821 |    1|30.09.2018|13377           |EJ   |     8,979.26 |
|C04  |240588| 2018|203395822 |    1|30.09.2018|13378           |EJ   |    67,903.60 |
|C04  |240589| 2018|203393331 |    1|30.09.2018|ARM2736/09/18   |EJ   |    39,031.35 |
|C04  |240589| 2018|203391825 |    1|30.09.2018|ARM2745/09/18   |EJ   |       398.27 |
|C04  |240589| 2018|203391826 |    1|30.09.2018|ARM2744/09/18   |EJ   |       293.08 |
|C04  |240589| 2018|203391827 |    1|30.09.2018|ARM2743/09/18   |EJ   |        18.38 |
|C04  |240589| 2018|203391828 |    1|30.09.2018|ARM2742/09/18   |EJ   |         5.33 |
|C04  |240589| 2018|203391829 |    1|30.09.2018|ARM2741/09/18   |EJ   |        97.01 |
|C04  |240589| 2018|203391830 |    1|30.09.2018|ARM2740/09/18   |EJ   |       332.33 |
|C04  |240589| 2018|203391831 |    1|30.09.2018|ARM2739/09/18   |EJ   |     2,296.68 |
|C04  |240589| 2018|203391832 |    1|30.09.2018|ARM2734/09/18   |EJ   |    94,844.50 |
|C04  |240589| 2018|203391833 |    1|30.09.2018|ARM2735/09/18   |EJ   |    13,854.12 |
|C04  |240589| 2018|203391834 |    1|30.09.2018|ARM2738/09/18   |EJ   |     6,129.23 |
|C04  |240593| 2018|203399010 |    2|18.09.2018|0000000043643108|EJ   |     1,500.00 |
|C04  |240593| 2018|203399033 |    2|18.09.2018|0000000043643107|EJ   |    10,500.00 |
|C04  |240618| 2018|203399665 |    1|30.09.2018|9339000061      |EJ   |    83,176.86 |
|C04  |240631| 2018|203367084 |    2|23.07.2018|PPTA-SD         |EJ   |    13,350.00 |
|C04  |240631| 2018|203367103 |    2|23.07.2018|SPPA-SD         |EJ   |    13,350.00 |
|C04  |240632| 2018|203367323 |    2|23.08.2018|KGMW-UD         |EJ   |     1,000.00 |
|C04  |240632| 2018|203367327 |    2|23.08.2018|KGMW-SD         |EJ   |    10,000.00 |
|C04  |240676| 2018|5100488621|    1|12.10.2018|0017331         |RE   |       839.52 |
|C04  |240676| 2018|5100488623|    1|12.10.2018|0017322         |RE   |       198.00 |
|C04  |240765| 2018|5100489731|    1|13.09.2018|I20184706749    |RE   |    50,359.47 |
|C04  |240790| 2018|203390723 |    1|28.09.2018|V18-1391        |EJ   |     4,046.43 |
|C04  |240790| 2018|203390728 |    1|28.09.2018|V18-1392        |EJ   |       863.91 |
|C04  |240790| 2018|203396102 |    1|28.09.2018|V18-1430        |EJ   |       949.69 |
|C04  |240851| 2018|5100483215|    1|03.09.2018|WM00000409      |RE   |    35,870.00 |
|C04  |240856| 2018|203396601 |    1|31.08.2018|MYNV-1808-155   |EJ   |     8,151.00 |
|C04  |240856| 2018|203396602 |    1|31.08.2018|MYNV-1808-156   |EJ   |     3,417.00 |
|C04  |240856| 2018|203396614 |    1|31.08.2018|MYNV-1808-157   |EJ   |       799.50 |
|C04  |240887| 2018|203396588 |    1|09.10.2018|00001288        |EJ   |    12,708.15 |
|C04  |240887| 2018|203396589 |    1|31.08.2018|00001235        |EJ   |       166.75 |
|C04  |240888| 2018|5100486982|    1|12.10.2018|IV001541        |RE   |    17,755.00 |
|C04  |240910| 2018|203395870 |    1|14.09.2018|3195            |EJ   |     2,247.00 |
|C04  |240910| 2018|203395874 |    1|22.06.2018|3060            |EJ   |     2,889.00 |
|C04  |240933| 2018|5100484895|    1|04.09.2018|CS:INV-1809-01  |RE   |     6,311.50 |
|C04  |240989| 2018|203387823 |    1|04.10.2018|IV-01863        |EJ   |       287.00 |
|C04  |241013| 2018|203399064 |    1|09.10.2018|MCPA-CONSO-0918 |EJ   |     3,640.49 |
|C04  |241071| 2018|203367098 |    2|23.07.2018|PETO-SD2        |EJ   |       210.00 |
|C04  |241072| 2018|5100487860|    1|09.08.2018|INV09997        |RE   |   104,136.00 |
|C04  |241560| 2018|203392288 |    1|10.10.2018|1704            |EJ   |     6,500.00 |
|C04  |241665| 2018|203389798 |    1|01.09.2018|SI/180900591    |EJ   |   415,850.00 |
|C04  |241674| 2018|203366533 |    2|18.07.2018|600-7/3/2 TM(10)|EJ   |   688,741.20 |
|C04  |241674| 2018|203385779 |    2|18.07.2018|00-7/3/2 TM(8)  |EJ   |   688,741.20 |
|C04  |241748| 2018|203372219 |    1|24.09.2018|MCPA-CONSO-0818R|EJ   |     2,465.58 |
|C04  |241748| 2018|203399096 |    1|09.10.2018|MCPA-CONSO-0918 |EJ   |     2,388.45 |
|C04  |241842| 2018|203372136 |    2|24.09.2018|DISB/18/TR/6580 |EJ   |   220,000.00 |
|C04  |241869| 2018|203367331 |    2|23.07.2018|NATR-SD         |EJ   |     6,000.00 |
|C04  |241869| 2018|203367332 |    2|23.07.2018|NATR-UD         |EJ   |     3,000.00 |
|C04  |241870| 2018|203367048 |    2|23.07.2018|NUAM-SD         |EJ   |     4,000.00 |
|C04  |241924| 2018|203366962 |    2|09.07.2018|DREN-SD         |EJ   |     9,000.00 |
|C04  |241924| 2018|203366965 |    2|09.07.2018|DREN-UD         |EJ   |     1,000.00 |
|C04  |241926| 2018|203366973 |    2|12.07.2018|TPUT-SD         |EJ   |     4,600.00 |
|C04  |241932| 2018|203367105 |    2|23.07.2018|BGRY-SD         |EJ   |     4,000.00 |
|C04  |241933| 2018|203367069 |    2|23.07.2018|SRRA-SD         |EJ   |     7,500.00 |
|C04  |241989| 2018|203366976 |    2|15.07.2018|APAL-SD         |EJ   |     3,300.00 |
|C04  |241991| 2018|203367109 |    2|23.07.2018|DIC2-SD         |EJ   |     6,000.00 |
|C04  |241991| 2018|203367330 |    2|23.07.2018|DIC2-UD         |EJ   |     3,000.00 |
|C04  |241999| 2018|203372218 |    1|24.09.2018|MCPA-CONSO-0818R|EJ   |    80,249.96 |
|C04  |241999| 2018|203399095 |    1|09.10.2018|MCPA-CONSO-0918 |EJ   |   128,553.74 |
|C04  |243007| 2018|203367135 |    2|15.08.2018|RIMT-SD2        |EJ   |       540.00 |
|C04  |242051| 2018|5100488660|    1|19.10.2018|1201            |RE   |    50,000.00 |
|C04  |242155| 2018|5100490363|    1|05.10.2018|COMP/0001/18   |RE   |    33,310.00 |
|C04  |242199| 2018|203366676 |    2|05.07.2018|PIME/J5134-TRFSD|EJ   |     6,480.00 |
|C04  |242199| 2018|203366679 |    2|05.07.2018|PIME/J5134-TRFRD|EJ   |     1,600.00 |
|C04  |242199| 2018|203366681 |    2|05.07.2018|PIME/J5134-SD2  |EJ   |       654.00 |
|C04  |242201| 2018|5100487050|    1|28.08.2018|INV3500009605   |RE   |    71,500.00 |
|C04  |242202| 2018|203365844 |    2|27.08.2018|BIL(33)DLM.JKR(K|EJ   |   164,430.00 |
|C04  |242202| 2018|203382668 |    2|04.09.2018|BIL(37)DLM.JKR(K|EJ   |   336,655.00 |
|C04  |242202| 2018|203389813 |    2|03.10.2018|BIL(33)DLM.JKR(K|EJ   |   225,414.00 |
|C04  |242204| 2018|203367335 |    2|23.08.2018|SENS-SD         |EJ   |     9,000.00 |
|C04  |242208| 2018|203399436 |    2|01.07.2018|0000000043607106|EJ   |     6,615.00 |
|C04  |242209| 2018|203399433 |    2|01.02.2018|0000000043633105|EJ   |     4,800.00 |
|C04  |242217| 2018|203355781 |    2|23.08.2018|KSOK-SD         |EJ   |     1,800.00 |
|C04  |242241| 2018|203396257 |    2|01.05.2018|0000000043633102|EJ   |     2,400.00 |
|C04  |242242| 2018|203399435 |    2|01.12.2017|0000000043563105|EJ   |     4,500.00 |
|C04  |242401| 2018|203355705 |    2|07.05.2018|(10)DLM.JKRPD.J/|EJ   |   296,289.00 |
|C04  |242405| 2018|203366591 |    2|24.08.2018|JDOR/J5251-SD2-E|EJ   |       107.50 |
|C04  |242405| 2018|203366592 |    2|24.08.2018|JDOR/J5251-TSD-E|EJ   |     1,292.50 |
|C04  |242405| 2018|203366598 |    2|24.08.2018|JDOR/J5251-TSD-F|EJ   |     1,292.50 |
|C04  |242405| 2018|203366599 |    2|24.08.2018|JDOR/J5251-SD2-F|EJ   |       107.50 |
|C04  |242405| 2018|203366600 |    2|24.08.2018|JDOR/J5251-SD2-B|EJ   |       107.50 |
|C04  |242405| 2018|203366601 |    2|24.08.2018|JDOR/J5251-TSD-B|EJ   |     1,292.50 |
|C04  |242405| 2018|203366604 |    2|24.08.2018|JDOR/J5251-TSD-A|EJ   |     1,292.50 |
|C04  |242405| 2018|203366605 |    2|24.08.2018|JDOR/J5251-SD2-A|EJ   |       107.50 |
|C04  |242405| 2018|203366608 |    2|24.08.2018|JDOR/J5251-SD2-C|EJ   |       107.50 |
|C04  |242405| 2018|203366609 |    2|24.08.2018|JDOR/J5251-TSD-C|EJ   |     1,292.50 |
|C04  |242405| 2018|203366733 |    2|24.08.2018|JDOR/J5251-TSD-D|EJ   |     1,292.50 |
|C04  |242405| 2018|203366734 |    2|24.08.2018|JDOR/J5251-SD2-D|EJ   |       107.50 |
|C04  |242476| 2018|203382756 |    1|20.09.2018|54429           |EJ   |    23,205.00 |
|C04  |242476| 2018|203355825 |    2|21.08.2018|2279692         |EJ   |    23,480.00 |
|C04  |242477| 2018|203399449 |    2|01.07.2018|0000000435871010|EJ   |       390.00 |
|C04  |242479| 2018|203396285 |    2|01.05.2018|0000000043593102|EJ   |       301.50 |
|C04  |242479| 2018|203399437 |    2|01.05.2018|0000000043593106|EJ   |     7,465.50 |
|C04  |242480| 2018|203396539 |    2|01.08.2018|0000000043653302|EJ   |     2,300.00 |
|C04  |242481| 2018|203396528 |    2|01.08.2018|0000000043657102|EJ   |     2,400.00 |
|C04  |242484| 2018|203396333 |    2|01.03.2018|0000000043543304|EJ   |     1,091.25 |
|C04  |242484| 2018|203399438 |    2|01.03.2018|0000000043543309|EJ   |    10,914.75 |
|C04  |242485| 2018|203399439 |    2|01.04.2018|0000000435891012|EJ   |       825.00 |
|C04  |242485| 2018|203399440 |    2|01.04.2018|0000000435891033|EJ   |    33,025.00 |
|C04  |242570| 2018|203382648 |    2|18.09.2018|BIL(3) KUJSB/TEL|EJ   |   308,500.00 |
|C04  |242570| 2018|203395668 |    2|20.09.2018|KUJ - TGKU      |EJ   |   481,000.00 |
|C04  |242608| 2018|203395608 |    1|30.09.2018|BGBS-2018/1046  |EJ   |     4,989.01 |
|C04  |242608| 2018|203395609 |    1|30.09.2018|BGBS-2018/1045  |EJ   |    17,366.24 |
|C04  |242608| 2018|203395610 |    1|30.09.2018|BGBS-2018/1043  |EJ   |     1,762.05 |
|C04  |242608| 2018|203395612 |    1|30.09.2018|BGBS-2018/1042  |EJ   |     8,741.40 |
|C04  |242608| 2018|203395615 |    1|30.09.2018|BGBS-2018/1041  |EJ   |    10,809.45 |
|C04  |242608| 2018|203395618 |    1|30.09.2018|BGBS-2018/1040  |EJ   |    57,603.61 |
|C04  |242608| 2018|203395622 |    1|30.09.2018|BGBS-2018/1039  |EJ   |     5,644.43 |
|C04  |242608| 2018|203395624 |    1|30.09.2018|BGBS-2018/1033  |EJ   |    33,858.33 |
|C04  |242608| 2018|203395626 |    1|30.09.2018|BGBS-2018/1031  |EJ   |    27,510.79 |
|C04  |242608| 2018|203395628 |    1|30.09.2018|BGBS-2018/1008  |EJ   |       367.20 |
|C04  |242608| 2018|203398786 |    1|30.09.2018|BGBS-2018/1050  |EJ   |     7,619.30 |
|C04  |242608| 2018|203398818 |    1|30.09.2018|BGBS-2018/1052  |EJ   |   228,635.22 |
|C04  |242608| 2018|203398823 |    1|30.09.2018|BGBS-2018/1020  |EJ   |     2,066.39 |
|C04  |242608| 2018|203398826 |    1|30.09.2018|BGBS-2018/1021  |EJ   |       470.12 |
|C04  |242608| 2018|203398827 |    1|30.09.2018|BGBS-2018/1022  |EJ   |     1,554.63 |
|C04  |242608| 2018|203398828 |    1|30.09.2018|BGBS-2018/1023  |EJ   |       924.49 |
|C04  |242608| 2018|203398829 |    1|30.09.2018|BGBS-2018/1019  |EJ   |     8,180.04 |
|C04  |242608| 2018|203398830 |    1|30.09.2018|BGBS-2018/1007  |EJ   |     3,569.80 |
|C04  |242608| 2018|203398840 |    1|30.09.2018|BGBS-2018/1024  |EJ   |       513.55 |
|C04  |242608| 2018|203398845 |    1|30.09.2018|BGBS-2018/1025  |EJ   |     1,716.25 |
|C04  |242608| 2018|203398846 |    1|30.09.2018|BGBS-2018/1026  |EJ   |       857.64 |
|C04  |242608| 2018|203398847 |    1|30.09.2018|BGBS-2018/1030  |EJ   |    59,820.36 |
|C04  |242608| 2018|203398861 |    1|30.09.2018|BGBS-2018/1027  |EJ   |       273.94 |
|C04  |242615| 2018|203392038 |    2|31.05.2017|JKMMBKI/JK/PENYE|EJ   |   100,000.00 |
|C04  |242662| 2018|203382669 |    2|30.08.2018|BIL(66)DLM.JPSDB|EJ   |    50,000.00 |
|C04  |242675| 2018|203399022 |    2|01.10.2018|0000000043599103|EJ   |     4,000.00 |
|C04  |242733| 2018|203398772 |    1|15.10.2018|SI-00000075     |EJ   |    87,386.40 |
|C04  |242716| 2018|203399450 |    2|01.09.2018|0000000435831012|EJ   |     6,000.00 |
|C04  |242797| 2018|203396258 |    2|01.08.2018|0000000043603302|EJ   |     2,300.00 |
|C04  |242831| 2018|203399447 |    2|01.10.2018|0000000043593308|EJ   |     5,000.00 |
|C04  |242833| 2018|203399434 |    2|01.07.2018|0000000043625106|EJ   |     8,910.00 |
|C04  |242846| 2018|203399444 |    2|01.03.2017|0000000043617109|EJ   |     1,500.00 |
|C04  |242847| 2018|203396251 |    2|01.07.2018|0000000043627102|EJ   |     2,000.00 |
|C04  |242848| 2018|203396243 |    2|01.07.2018|0000000043633302|EJ   |     2,000.00 |
|C04  |300039| 2018|203355770 |    2|16.08.2018|JKPB/P-02-MOOY  |EJ   |    22,627.20 |
|C04  |300039| 2018|203355771 |    2|24.08.2018|JKPB/P-02-JLTEK |EJ   |    22,327.20 |
|C04  |300039| 2018|203387490 |    2|21.09.2018|JKPB/P-02_CSOW  |EJ   |   125,736.10 |
|C04  |300310| 2018|5100485345|    1|28.09.2018|98161033        |RE   |    57,146.40 |
|C04  |300361| 2018|203355779 |    2|23.08.2018|OKLR-SD         |EJ   |    33,400.00 |
|C04  |300423| 2018|203387982 |    1|27.09.2018|15307759        |EJ   |     3,190.00 |
|C04  |300423| 2018|203387983 |    1|27.09.2018|15307780        |EJ   |     3,450.00 |
|C04  |300428| 2018|5100485794|    1|04.09.2018|A70072          |RE   |    45,911.52 |
|C04  |300431| 2018|5100489049|    1|23.10.2018|6021205A        |RE   |   221,356.00 |
|C04  |300431| 2018|5100490343|    1|25.10.2018|6021255A        |RE   |   471,470.00 |
|C04  |300431| 2018|5100490345|    1|25.10.2018|6021258A        |RE   |   170,102.00 |
|C04  |300438| 2018|203396254 |    2|01.08.2018|0000000013868104|EJ   |       869.55 |
|C04  |300599| 2018|203399023 |    2|01.10.2018|0000000016835102|EJ   |     1,500.00 |
|C04  |300638| 2018|203395665 |    2|15.10.2018|JKPB/P-01/01    |EJ   |    33,907.00 |
|C04  |300638| 2018|203399048 |    2|26.10.2018|JKPB/P-01/KLCC  |EJ   |    15,711.00 |
|C04  |300638| 2018|203399097 |    2|26.10.2018|JKPB/P-02/BESI  |EJ   |    87,683.50 |
|C04  |300658| 2018|203390913 |    2|12.10.2018|T/12/P/67/18(3) |EJ   |    70,623.00 |
|C04  |300658| 2018|203393395 |    2|12.10.2018|T/12/P/66/18(3) |EJ   |   389,025.00 |
|C04  |300658| 2018|203395602 |    2|16.10.2018|T/12/P/134/18(3)|EJ   |    59,556.00 |
|C04  |300658| 2018|203395631 |    2|16.10.2018|46675           |EJ   |    30,450.00 |
|C04  |300850| 2018|203396458 |    1|11.10.2018|3514329         |EJ   |     1,067.00 |
|C04  |300866| 2018|5100488725|    1|07.09.2018|INV/2018/09-004 |RE   | 6,359,190.00 |
|C04  |300986| 2018|5100490399|    1|24.09.2018|IV-000768       |RE   |    48,334.00 |
|C04  |300994| 2018|5100482585|    1|16.08.2018|20180868        |RE   |     2,521.24 |
|C04  |300994| 2018|5100482586|    1|15.08.2018|20180860        |RE   |    39,042.21 |
|C04  |300994| 2018|5100482587|    1|16.08.2018|20180870        |RE   |     3,868.32 |
|C04  |300994| 2018|5100482588|    1|15.08.2018|20180863        |RE   |     3,305.00 |
|C04  |300994| 2018|5100482589|    1|15.08.2018|20180862        |RE   |     2,382.27 |
|C04  |300994| 2018|5100482591|    1|25.06.2018|20180653        |RE   |       585.16 |
|C04  |300994| 2018|5100482592|    1|25.06.2018|20180603        |RE   |       585.16 |
|C04  |300994| 2018|5100482593|    1|25.06.2018|20180609        |RE   |     1,545.32 |
|C04  |300994| 2018|5100482594|    1|25.06.2018|20180656        |RE   |       747.60 |
|C04  |300994| 2018|5100482595|    1|23.08.2018|20180896        |RE   |     4,943.68 |
|C04  |300994| 2018|5100482596|    1|16.08.2018|20180867        |RE   |     2,137.68 |
|C04  |300994| 2018|5100482597|    1|16.08.2018|20180866        |RE   |     2,137.68 |
|C04  |300994| 2018|5100482598|    1|23.08.2018|20180894        |RE   |    15,096.94 |
|C04  |300994| 2018|5100482599|    1|25.06.2018|20180608        |RE   |     2,107.82 |
|C04  |300994| 2018|5100482600|    1|25.06.2018|20180606        |RE   |     2,056.51 |
|C04  |300994| 2018|5100482601|    1|25.06.2018|20180633        |RE   |     1,646.43 |
|C04  |300994| 2018|5100482989|    1|15.08.2018|20180865        |RE   |       890.24 |
|C04  |300994| 2018|5100482992|    1|15.08.2018|20180864        |RE   |    12,708.93 |
|C04  |300994| 2018|5100483003|    1|16.08.2018|20180869        |RE   |     1,770.80 |
|C04  |300994| 2018|5100483016|    1|16.08.2018|20180874        |RE   |     3,236.74 |
|C04  |300994| 2018|5100483082|    1|17.08.2018|20180890        |RE   |    14,589.56 |
|C04  |300994| 2018|5100483083|    1|25.06.2018|20180612        |RE   |       952.91 |
|C04  |300994| 2018|5100483084|    1|25.06.2018|20180654        |RE   |     1,991.79 |
|C04  |300994| 2018|5100483085|    1|17.08.2018|20180889        |RE   |     1,063.70 |
|C04  |300994| 2018|5100483086|    1|25.06.2018|20180655        |RE   |       585.16 |
|C04  |300994| 2018|5100483088|    1|23.08.2018|20180897        |RE   |     3,256.00 |
|C04  |300994| 2018|5100483089|    1|28.08.2018|201808333       |RE   |    26,161.47 |
|C04  |300994| 2018|5100483090|    1|29.08.2018|201808120       |RE   |       894.94 |
|C04  |300994| 2018|5100483091|    1|30.08.2018|201808125       |RE   |       170.33 |
|C04  |300994| 2018|5100484679|    1|09.08.2018|20180843        |RE   |       747.60 |
|C04  |300994| 2018|5100484689|    1|29.08.2018|201808338       |RE   |    21,759.90 |
|C04  |300994| 2018|5100484695|    1|30.08.2018|201808131       |RE   |     1,652.44 |
|C04  |300994| 2018|5100484702|    1|30.08.2018|201808129       |RE   |     1,652.44 |
|C04  |300994| 2018|5100484707|    1|30.08.2018|201808127       |RE   |     1,529.70 |
|C04  |300994| 2018|5100484710|    1|29.08.2018|201808339       |RE   |     2,025.26 |
|C04  |300994| 2018|5100484717|    1|19.09.2018|20180932        |RE   |     6,136.97 |
|C04  |300994| 2018|5100484749|    1|26.03.2018|20180373        |RE   |     1,031.91 |
|C04  |300994| 2018|5100484764|    1|26.03.2018|20180374        |RE   |     2,092.57 |
|C04  |300994| 2018|5100484766|    1|25.06.2018|20180650        |RE   |     2,202.32 |
|C04  |300994| 2018|5100484767|    1|19.09.2018|20180927        |RE   |       156.75 |
|C04  |300994| 2018|5100485022|    1|30.08.2018|201808128       |RE   |     2,836.84 |
|C04  |300994| 2018|5100485023|    1|30.08.2018|201808133       |RE   |     1,652.44 |
|C04  |300994| 2018|5100485024|    1|25.06.2018|20180649        |RE   |     2,697.92 |
|C04  |300994| 2018|5100485025|    1|30.08.2018|201808130       |RE   |     1,652.44 |
|C04  |300994| 2018|5100485331|    1|25.06.2018|20180644        |RE   |     7,998.68 |
|C04  |300994| 2018|5100485332|    1|28.08.2018|201808104       |RE   |     1,610.94 |
|C04  |300994| 2018|5100485338|    1|15.08.2018|20180859        |RE   |     2,637.86 |
|C04  |300994| 2018|5100485339|    1|15.08.2018|20180861        |RE   |    45,059.43 |
|C04  |300994| 2018|5100485120|    1|17.08.2018|20180876        |RE   |     6,506.25 |
|C04  |300994| 2018|5100485121|    1|16.08.2018|20180872        |RE   |     1,662.08 |
|C04  |300994| 2018|5100485123|    1|28.05.2018|20180594        |RE   |       728.78 |
|C04  |300994| 2018|5100485124|    1|28.05.2018|201805101       |RE   |       602.86 |
|C04  |300994| 2018|5100485127|    1|26.03.2018|20180378        |RE   |     5,670.78 |
|C04  |300994| 2018|5100485128|    1|16.08.2018|20180871        |RE   |       762.67 |
|C04  |300994| 2018|5100485132|    1|30.08.2018|201808124       |RE   |     1,899.87 |
|C04  |300994| 2018|5100485133|    1|30.08.2018|201808126       |RE   |     2,137.68 |
|C04  |300994| 2018|5100485134|    1|17.08.2018|20180891        |RE   |     3,792.68 |
|C04  |300994| 2018|5100485135|    1|23.08.2018|20180895        |RE   |     1,529.70 |
|C04  |300994| 2018|5100485136|    1|28.05.2018|201805100       |RE   |       651.60 |
|C04  |300994| 2018|5100485137|    1|28.05.2018|201805102       |RE   |       922.28 |
|C04  |300994| 2018|5100485138|    1|28.05.2018|20180592        |RE   |     1,426.42 |
|C04  |300994| 2018|5100485139|    1|26.03.2018|20180381        |RE   |     8,623.80 |
|C04  |300994| 2018|5100485140|    1|26.03.2018|20180377        |RE   |     2,411.04 |
|C04  |300994| 2018|5100485141|    1|30.08.2018|201808123       |RE   |     2,265.94 |
|C04  |300994| 2018|5100485142|    1|09.08.2018|20180831        |RE   |     1,260.30 |
|C04  |300994| 2018|5100485143|    1|30.08.2018|201808132       |RE   |     1,652.44 |
|C04  |300994| 2018|5100485144|    1|09.08.2018|20180833        |RE   |       415.15 |
